interaction_id,user_id,shoe_id,event_type,rating,timestamp
75,122,39,add_to_cart,,2024-09-25T15:42:52.805994
76,276,100,view,,2025-03-24T15:42:52.805994
77,350,150,view,,2024-10-03T15:42:52.805994
78,614,122,view,,2024-08-12T15:42:52.805994
79,8,406,rating,4.7,2025-04-03T15:42:52.805994
80,264,217,view,,2024-10-06T15:42:52.805994
81,860,431,view,,2024-10-10T15:42:52.805994
82,359,17,view,,2025-03-16T15:42:52.805994
83,943,146,purchase,,2024-09-11T15:42:52.805994
84,170,402,rating,1.7,2025-03-07T15:42:52.805994
85,758,285,view,,2024-09-03T15:42:52.805994
86,963,453,wishlist,,2025-06-09T15:42:52.805994
87,961,216,wishlist,,2025-04-14T15:42:52.805994
88,927,314,view,,2025-04-04T15:42:52.805994
89,609,381,view,,2025-06-09T15:42:52.805994
90,185,19,purchase,3.6,2025-07-16T15:42:52.805994
91,524,310,view,,2024-08-28T15:42:52.805994
92,317,92,add_to_cart,,2025-04-22T15:42:52.805994
93,228,479,purchase,,2025-01-20T15:42:52.805994
94,263,327,view,,2024-08-29T15:42:52.805994
95,125,85,view,,2024-10-26T15:42:52.805994
96,467,117,view,,2025-06-03T15:42:52.805994
97,998,468,view,,2025-06-14T15:42:52.805994
98,967,372,wishlist,,2024-11-02T15:42:52.805994
99,676,20,rating,1.0,2024-10-24T15:42:52.805994
100,627,326,add_to_cart,,2025-02-16T15:42:52.805994
101,614,188,view,,2024-08-18T15:42:52.805994
102,92,44,view,,2024-10-08T15:42:52.805994
103,876,178,view,,2024-09-20T15:42:52.805994
104,913,82,view,,2025-03-02T15:42:52.805994
105,103,340,wishlist,,2025-03-19T15:42:52.805994
106,774,214,view,,2024-09-22T15:42:52.805994
107,960,135,view,,2024-11-16T15:42:52.805994
108,924,37,view,,2025-02-12T15:42:52.805994
109,954,191,add_to_cart,,2025-01-07T15:42:52.805994
110,703,332,view,,2025-02-18T15:42:52.805994
111,893,497,view,,2025-03-04T15:42:52.805994
112,761,98,view,,2025-06-18T15:42:52.805994
113,769,143,view,,2024-10-30T15:42:52.805994
114,68,487,view,,2024-11-03T15:42:52.805994
115,653,179,wishlist,,2025-05-01T15:42:52.805994
116,733,457,wishlist,,2024-12-23T15:42:52.805994
117,285,95,view,,2025-05-10T15:42:52.805994
118,551,364,wishlist,,2024-12-10T15:42:52.805994
119,474,389,view,,2025-04-01T15:42:52.805994
120,660,11,view,,2025-05-17T15:42:52.805994
121,554,179,view,,2024-11-10T15:42:52.805994
122,165,123,view,,2024-10-26T15:42:52.805994
123,444,306,wishlist,,2024-09-20T15:42:52.805994
124,91,185,purchase,,2024-12-13T15:42:52.805994
125,833,158,view,,2025-03-02T15:42:52.805994
126,208,98,view,,2025-08-03T15:42:52.805994
127,876,6,view,,2025-08-05T15:42:52.805994
128,154,451,rating,2.5,2024-10-28T15:42:52.805994
129,121,300,view,,2025-05-10T15:42:52.805994
130,601,92,view,,2024-09-15T15:42:52.805994
131,462,295,purchase,3.8,2024-09-02T15:42:52.805994
132,610,400,add_to_cart,,2024-11-24T15:42:52.805994
133,357,302,purchase,,2024-09-07T15:42:52.805994
134,700,162,view,,2025-02-14T15:42:52.805994
135,818,312,add_to_cart,,2024-12-26T15:42:52.805994
136,924,442,view,,2025-03-02T15:42:52.805994
137,313,173,view,,2024-08-27T15:42:52.805994
138,784,441,view,,2025-07-01T15:42:52.805994
139,168,169,rating,2.5,2025-01-19T15:42:52.805994
140,927,191,purchase,4.4,2024-08-15T15:42:52.805994
141,410,435,view,,2025-04-09T15:42:52.805994
142,164,168,rating,2.4,2024-11-09T15:42:52.805994
143,176,74,add_to_cart,,2025-01-26T15:42:52.805994
144,148,298,view,,2025-01-27T15:42:52.805994
145,339,261,view,,2024-09-23T15:42:52.805994
146,659,352,rating,2.2,2025-06-17T15:42:52.805994
147,750,184,purchase,,2024-10-30T15:42:52.805994
148,124,144,purchase,,2024-12-28T15:42:52.805994
149,306,150,purchase,,2025-02-18T15:42:52.805994
150,436,200,view,,2025-03-03T15:42:52.805994
151,529,430,view,,2025-03-28T15:42:52.805994
152,20,9,wishlist,,2024-11-13T15:42:52.805994
153,554,48,wishlist,,2024-09-21T15:42:52.805994
154,106,481,view,,2024-09-18T15:42:52.805994
155,181,5,add_to_cart,,2024-12-16T15:42:52.805994
156,374,151,view,,2025-07-14T15:42:52.805994
157,290,43,add_to_cart,,2024-11-23T15:42:52.805994
158,902,159,wishlist,,2025-02-25T15:42:52.805994
159,914,108,add_to_cart,,2025-03-09T15:42:52.805994
160,156,68,view,,2025-06-04T15:42:52.805994
161,534,298,view,,2025-04-22T15:42:52.805994
162,469,243,view,,2025-08-03T15:42:52.805994
163,622,218,add_to_cart,,2025-08-09T15:42:52.805994
164,431,158,view,,2024-12-10T15:42:52.805994
165,667,248,view,,2024-12-29T15:42:52.805994
166,402,262,add_to_cart,,2025-01-15T15:42:52.805994
167,915,33,add_to_cart,,2025-03-31T15:42:52.805994
168,675,336,view,,2024-09-25T15:42:52.805994
169,708,439,view,,2025-04-29T15:42:52.805994
170,14,48,rating,3.9,2025-01-11T15:42:52.805994
171,142,438,view,,2024-12-19T15:42:52.805994
172,259,222,view,,2024-11-14T15:42:52.805994
173,930,399,wishlist,,2024-08-14T15:42:52.805994
174,318,131,view,,2025-01-31T15:42:52.805994
175,591,276,purchase,,2025-03-17T15:42:52.805994
176,301,331,view,,2025-04-21T15:42:52.805994
177,193,38,purchase,,2024-12-11T15:42:52.805994
178,393,326,add_to_cart,,2025-01-25T15:42:52.805994
179,600,452,view,,2025-01-15T15:42:52.805994
180,63,427,view,,2024-09-10T15:42:52.805994
181,670,55,rating,4.2,2025-06-28T15:42:52.805994
182,871,218,view,,2024-12-03T15:42:52.805994
183,522,412,view,,2025-03-26T15:42:52.805994
184,962,149,purchase,,2025-01-31T15:42:52.805994
185,313,409,rating,2.5,2025-06-21T15:42:52.805994
186,214,454,wishlist,,2025-08-03T15:42:52.805994
187,605,111,wishlist,,2024-09-28T15:42:52.805994
188,735,441,add_to_cart,,2024-11-28T15:42:52.805994
189,337,293,add_to_cart,,2025-03-01T15:42:52.805994
190,11,414,view,,2025-05-28T15:42:52.805994
191,615,162,view,,2025-05-31T15:42:52.805994
192,656,365,view,,2024-09-27T15:42:52.805994
193,595,486,wishlist,,2025-04-01T15:42:52.805994
194,292,169,add_to_cart,,2025-04-02T15:42:52.805994
195,175,28,view,,2024-12-17T15:42:52.805994
196,468,432,view,,2025-01-16T15:42:52.805994
197,242,451,view,,2025-03-26T15:42:52.805994
198,136,362,rating,3.0,2025-04-01T15:42:52.805994
199,437,405,purchase,,2025-04-08T15:42:52.805994
200,69,168,wishlist,,2024-08-18T15:42:52.805994
201,644,52,view,,2025-04-18T15:42:52.805994
202,681,46,view,,2024-09-30T15:42:52.805994
203,144,36,view,,2024-12-16T15:42:52.805994
204,827,443,purchase,4.5,2024-10-25T15:42:52.805994
205,412,284,view,,2024-11-04T15:42:52.805994
206,315,428,view,,2024-12-25T15:42:52.805994
207,295,421,view,,2025-05-17T15:42:52.805994
208,84,124,wishlist,,2024-10-03T15:42:52.805994
209,92,111,view,,2025-07-28T15:42:52.805994
210,572,252,view,,2024-10-24T15:42:52.805994
211,30,155,view,,2024-11-27T15:42:52.805994
212,352,432,wishlist,,2025-07-31T15:42:52.805994
213,391,413,wishlist,,2024-10-10T15:42:52.805994
214,470,136,purchase,3.9,2025-02-28T15:42:52.805994
215,482,343,rating,2.4,2024-08-21T15:42:52.805994
216,268,7,view,,2024-11-10T15:42:52.805994
217,650,355,add_to_cart,,2024-11-04T15:42:52.805994
218,570,377,view,,2025-03-31T15:42:52.805994
219,798,377,view,,2024-12-18T15:42:52.805994
220,735,422,view,,2024-09-07T15:42:52.805994
221,850,52,view,,2024-09-21T15:42:52.805994
222,291,78,view,,2024-08-27T15:42:52.805994
223,861,453,view,,2025-02-21T15:42:52.805994
224,732,124,add_to_cart,,2024-12-04T15:42:52.805994
225,578,431,rating,3.7,2025-03-06T15:42:52.805994
226,534,20,add_to_cart,,2024-12-03T15:42:52.805994
227,334,408,view,,2025-06-14T15:42:52.805994
228,964,365,view,,2024-10-09T15:42:52.805994
229,393,375,view,,2024-11-30T15:42:52.805994
230,254,232,view,,2024-09-22T15:42:52.805994
231,204,17,view,,2024-11-27T15:42:52.805994
232,881,441,view,,2025-01-03T15:42:52.805994
233,750,120,view,,2025-01-09T15:42:52.805994
234,184,455,view,,2025-01-06T15:42:52.805994
235,107,56,purchase,,2025-08-06T15:42:52.805994
236,558,304,add_to_cart,,2025-06-09T15:42:52.805994
237,477,493,view,,2024-09-03T15:42:52.805994
238,876,400,add_to_cart,,2025-05-25T15:42:52.805994
239,553,257,purchase,3.7,2025-04-28T15:42:52.805994
240,733,480,view,,2024-11-24T15:42:52.805994
241,450,19,view,,2025-05-04T15:42:52.805994
242,275,122,purchase,,2024-12-18T15:42:52.805994
243,834,455,view,,2024-08-24T15:42:52.805994
244,735,78,view,,2025-05-24T15:42:52.805994
245,383,71,wishlist,,2025-03-20T15:42:52.805994
246,307,342,purchase,,2025-03-30T15:42:52.805994
247,412,207,rating,1.5,2025-03-23T15:42:52.805994
248,895,173,wishlist,,2024-10-18T15:42:52.805994
249,584,260,view,,2025-04-06T15:42:52.805994
250,695,364,view,,2025-02-28T15:42:52.805994
251,155,425,add_to_cart,,2025-06-16T15:42:52.805994
252,103,304,add_to_cart,,2025-06-19T15:42:52.805994
253,355,455,view,,2025-04-02T15:42:52.805994
254,576,187,view,,2025-01-14T15:42:52.805994
255,131,364,view,,2025-05-27T15:42:52.805994
256,577,122,view,,2024-08-16T15:42:52.805994
257,835,322,view,,2025-02-13T15:42:52.805994
258,366,124,add_to_cart,,2025-04-03T15:42:52.805994
259,192,74,view,,2024-08-16T15:42:52.805994
260,576,40,purchase,,2024-10-03T15:42:52.805994
261,4,135,wishlist,,2024-10-07T15:42:52.805994
262,839,401,view,,2025-07-21T15:42:52.805994
263,901,397,view,,2025-06-14T15:42:52.805994
264,521,438,add_to_cart,,2025-04-13T15:42:52.805994
265,705,282,view,,2025-05-05T15:42:52.805994
266,905,225,wishlist,,2025-07-31T15:42:52.805994
267,660,341,wishlist,,2025-01-29T15:42:52.805994
268,719,323,view,,2025-05-03T15:42:52.805994
269,202,297,rating,2.3,2024-08-26T15:42:52.805994
270,557,129,view,,2024-12-13T15:42:52.805994
271,257,470,view,,2024-08-16T15:42:52.805994
272,553,486,wishlist,,2025-01-10T15:42:52.805994
273,398,373,view,,2025-04-17T15:42:52.805994
274,446,299,view,,2024-11-09T15:42:52.805994
275,570,465,view,,2025-07-19T15:42:52.805994
276,205,30,view,,2025-04-21T15:42:52.805994
277,963,219,view,,2024-12-14T15:42:52.805994
278,745,73,rating,4.0,2025-06-04T15:42:52.805994
279,612,17,view,,2025-05-19T15:42:52.805994
280,292,393,view,,2025-03-30T15:42:52.805994
281,494,163,view,,2024-11-01T15:42:52.805994
282,959,328,view,,2025-02-06T15:42:52.805994
283,630,395,view,,2025-06-29T15:42:52.805994
284,898,474,view,,2024-08-23T15:42:52.805994
285,950,55,wishlist,,2025-03-06T15:42:52.805994
286,80,299,view,,2025-03-03T15:42:52.805994
287,27,191,view,,2025-06-28T15:42:52.805994
288,230,482,purchase,,2025-04-05T15:42:52.805994
289,894,439,view,,2025-03-09T15:42:52.805994
290,294,249,view,,2025-02-12T15:42:52.805994
291,511,296,purchase,,2024-09-30T15:42:52.805994
292,261,227,view,,2025-02-05T15:42:52.805994
293,7,64,view,,2024-10-10T15:42:52.805994
294,516,308,purchase,,2025-04-16T15:42:52.805994
295,132,485,purchase,,2025-03-25T15:42:52.805994
296,421,332,add_to_cart,,2025-03-28T15:42:52.805994
297,340,239,wishlist,,2025-04-08T15:42:52.805994
298,763,391,add_to_cart,,2024-10-10T15:42:52.805994
299,356,322,view,,2025-06-01T15:42:52.805994
300,172,135,purchase,3.8,2025-07-28T15:42:52.805994
301,491,479,wishlist,,2025-06-25T15:42:52.805994
302,119,154,add_to_cart,,2025-07-27T15:42:52.805994
303,868,14,wishlist,,2025-01-21T15:42:52.805994
304,67,440,wishlist,,2025-03-23T15:42:52.805994
305,182,157,view,,2025-05-29T15:42:52.805994
306,993,246,view,,2025-07-26T15:42:52.805994
307,360,239,view,,2024-10-31T15:42:52.805994
308,344,343,view,,2024-09-26T15:42:52.805994
309,193,36,view,,2025-08-10T15:42:52.805994
310,578,133,wishlist,,2024-10-05T15:42:52.805994
311,895,327,view,,2024-11-23T15:42:52.805994
312,68,122,view,,2024-10-03T15:42:52.805994
313,961,17,view,,2025-06-19T15:42:52.805994
314,698,317,view,,2024-10-28T15:42:52.805994
315,533,141,add_to_cart,,2024-09-25T15:42:52.805994
316,122,416,view,,2025-07-03T15:42:52.805994
317,217,379,view,,2024-09-18T15:42:52.805994
318,188,317,rating,1.5,2024-08-12T15:42:52.805994
319,759,458,view,,2025-03-22T15:42:52.805994
320,147,435,view,,2025-04-06T15:42:52.805994
321,320,402,view,,2025-04-09T15:42:52.805994
322,414,222,view,,2024-11-05T15:42:52.805994
323,900,171,view,,2025-01-03T15:42:52.805994
324,830,279,rating,2.7,2025-03-03T15:42:52.805994
325,745,358,rating,1.6,2025-01-11T15:42:52.805994
326,46,165,wishlist,,2025-04-23T15:42:52.805994
327,101,421,view,,2025-06-15T15:42:52.805994
328,427,249,wishlist,,2024-12-05T15:42:52.805994
329,914,125,add_to_cart,,2024-12-04T15:42:52.805994
330,439,408,view,,2025-01-02T15:42:52.805994
331,534,6,wishlist,,2024-10-30T15:42:52.805994
332,843,289,wishlist,,2024-08-17T15:42:52.805994
333,143,100,view,,2025-07-13T15:42:52.805994
334,876,104,wishlist,,2024-09-26T15:42:52.805994
335,325,374,view,,2025-04-25T15:42:52.805994
336,832,1,view,,2024-12-23T15:42:52.805994
337,581,467,view,,2025-08-07T15:42:52.805994
338,734,131,view,,2024-09-23T15:42:52.805994
339,67,377,view,,2025-04-13T15:42:52.805994
340,1,217,rating,3.9,2024-11-30T15:42:52.805994
341,989,261,view,,2024-12-23T15:42:52.805994
342,767,52,view,,2025-07-24T15:42:52.805994
343,360,114,add_to_cart,,2025-06-30T15:42:52.805994
344,555,34,add_to_cart,,2025-05-19T15:42:52.805994
345,986,350,view,,2024-11-01T15:42:52.805994
346,656,223,view,,2025-02-18T15:42:52.805994
347,3,484,view,,2024-10-10T15:42:52.805994
348,515,302,view,,2025-06-23T15:42:52.805994
349,639,249,view,,2024-09-23T15:42:52.805994
350,150,158,rating,4.7,2025-08-09T15:42:52.805994
351,966,447,view,,2024-12-23T15:42:52.805994
352,207,496,wishlist,,2024-12-09T15:42:52.805994
353,902,371,purchase,3.8,2025-07-03T15:42:52.805994
354,740,49,purchase,,2024-10-06T15:42:52.805994
355,563,253,view,,2024-12-16T15:42:52.805994
356,576,413,view,,2024-09-10T15:42:52.805994
357,193,300,view,,2024-12-05T15:42:52.805994
358,941,193,wishlist,,2025-04-10T15:42:52.805994
359,840,110,view,,2024-12-11T15:42:52.805994
360,790,289,view,,2025-01-17T15:42:52.805994
361,772,415,add_to_cart,,2025-06-05T15:42:52.805994
362,525,347,wishlist,,2024-09-13T15:42:52.805994
363,837,448,view,,2025-08-05T15:42:52.805994
364,749,258,view,,2025-01-18T15:42:52.805994
365,342,163,purchase,,2025-01-30T15:42:52.805994
366,153,307,view,,2025-03-09T15:42:52.805994
367,132,443,purchase,,2025-01-24T15:42:52.805994
368,621,479,add_to_cart,,2025-02-15T15:42:52.805994
369,645,208,view,,2024-11-04T15:42:52.805994
370,27,321,view,,2024-12-19T15:42:52.805994
371,302,356,view,,2024-10-22T15:42:52.805994
372,584,40,rating,5.0,2024-10-26T15:42:52.805994
373,54,368,view,,2024-08-23T15:42:52.805994
374,353,431,view,,2025-05-23T15:42:52.805994
375,526,187,view,,2025-05-31T15:42:52.805994
376,301,145,purchase,,2025-07-19T15:42:52.805994
377,91,83,view,,2025-05-10T15:42:52.805994
378,336,152,wishlist,,2025-06-05T15:42:52.805994
379,215,418,rating,2.6,2025-02-17T15:42:52.805994
380,290,80,view,,2025-04-05T15:42:52.805994
381,423,338,view,,2025-05-27T15:42:52.805994
382,970,364,purchase,,2025-03-03T15:42:52.805994
383,536,345,view,,2025-07-13T15:42:52.805994
384,776,90,wishlist,,2024-12-16T15:42:52.805994
385,533,463,add_to_cart,,2025-05-27T15:42:52.805994
386,732,183,view,,2025-06-05T15:42:52.805994
387,967,170,wishlist,,2025-07-23T15:42:52.805994
388,629,35,view,,2025-07-05T15:42:52.805994
389,383,52,view,,2024-09-11T15:42:52.805994
390,285,25,view,,2024-11-20T15:42:52.805994
391,500,6,view,,2024-09-21T15:42:52.805994
392,546,383,view,,2024-09-12T15:42:52.805994
393,656,169,purchase,,2024-09-08T15:42:52.805994
394,785,143,add_to_cart,,2024-11-04T15:42:52.805994
395,585,47,view,,2024-10-21T15:42:52.805994
396,916,109,add_to_cart,,2025-04-22T15:42:52.805994
397,843,275,purchase,,2025-01-03T15:42:52.805994
398,582,486,view,,2025-08-05T15:42:52.805994
399,102,424,view,,2025-07-21T15:42:52.805994
400,22,126,view,,2025-08-04T15:42:52.805994
401,944,234,view,,2025-05-07T15:42:52.805994
402,929,237,wishlist,,2024-09-21T15:42:52.805994
403,195,301,view,,2025-01-30T15:42:52.805994
404,725,223,view,,2025-06-02T15:42:52.805994
405,206,59,purchase,3.3,2025-05-02T15:42:52.805994
406,665,500,view,,2025-04-05T15:42:52.805994
407,701,228,view,,2024-09-03T15:42:52.805994
408,925,266,add_to_cart,,2025-01-01T15:42:52.805994
409,453,389,rating,2.3,2025-02-01T15:42:52.805994
410,556,399,purchase,4.1,2025-01-13T15:42:52.805994
411,635,442,view,,2025-01-26T15:42:52.805994
412,298,500,view,,2025-07-21T15:42:52.805994
413,595,444,view,,2024-09-27T15:42:52.805994
414,236,393,view,,2024-09-19T15:42:52.805994
415,681,37,view,,2024-12-06T15:42:52.805994
416,378,10,view,,2025-01-24T15:42:52.805994
417,108,34,view,,2025-01-14T15:42:52.805994
418,779,150,view,,2024-11-27T15:42:52.805994
419,425,77,rating,4.6,2025-07-10T15:42:52.805994
420,571,453,view,,2024-12-31T15:42:52.805994
421,305,114,rating,1.9,2025-01-29T15:42:52.805994
422,224,376,view,,2024-09-23T15:42:52.805994
423,876,122,wishlist,,2025-05-18T15:42:52.805994
424,543,394,view,,2025-05-26T15:42:52.805994
425,505,460,rating,1.4,2025-06-25T15:42:52.805994
426,749,89,rating,4.7,2024-08-15T15:42:52.805994
427,365,408,purchase,,2025-04-13T15:42:52.805994
428,340,243,view,,2024-10-17T15:42:52.805994
429,911,105,view,,2025-08-07T15:42:52.805994
430,750,258,view,,2024-11-13T15:42:52.805994
431,128,346,view,,2025-02-07T15:42:52.805994
432,872,202,view,,2024-12-19T15:42:52.805994
433,637,141,add_to_cart,,2024-12-08T15:42:52.805994
434,687,384,view,,2024-10-11T15:42:52.805994
435,645,475,view,,2025-02-06T15:42:52.805994
436,732,342,add_to_cart,,2025-03-09T15:42:52.805994
437,981,226,view,,2024-10-20T15:42:52.805994
438,762,69,wishlist,,2025-04-17T15:42:52.805994
439,761,73,rating,1.1,2024-09-29T15:42:52.805994
440,882,80,view,,2025-05-08T15:42:52.805994
441,789,157,view,,2025-07-29T15:42:52.805994
442,202,15,view,,2024-11-28T15:42:52.805994
443,190,13,purchase,3.4,2025-04-28T15:42:52.805994
444,49,292,wishlist,,2025-03-11T15:42:52.805994
445,82,451,wishlist,,2025-02-16T15:42:52.805994
446,32,182,add_to_cart,,2024-10-26T15:42:52.805994
447,418,182,rating,1.3,2025-03-27T15:42:52.805994
448,534,115,purchase,,2024-11-09T15:42:52.805994
449,528,106,view,,2025-05-21T15:42:52.805994
450,899,354,view,,2025-01-25T15:42:52.805994
451,201,197,view,,2025-07-13T15:42:52.805994
452,652,324,view,,2025-03-06T15:42:52.805994
453,355,280,view,,2024-08-29T15:42:52.805994
454,647,148,view,,2024-10-07T15:42:52.805994
455,691,161,wishlist,,2024-12-10T15:42:52.805994
456,306,274,view,,2025-04-05T15:42:52.805994
457,216,445,wishlist,,2025-02-11T15:42:52.805994
458,168,272,wishlist,,2025-08-03T15:42:52.805994
459,79,108,purchase,,2024-12-06T15:42:52.805994
460,110,217,view,,2025-02-25T15:42:52.805994
461,527,455,view,,2025-02-07T15:42:52.805994
462,546,99,rating,4.3,2024-09-14T15:42:52.805994
463,870,438,purchase,,2024-09-07T15:42:52.805994
464,790,335,view,,2025-06-27T15:42:52.805994
465,531,269,purchase,,2025-02-18T15:42:52.805994
466,438,391,view,,2025-05-23T15:42:52.805994
467,941,432,view,,2025-01-31T15:42:52.805994
468,8,6,wishlist,,2025-04-24T15:42:52.805994
469,376,154,rating,2.7,2025-03-28T15:42:52.805994
470,240,111,view,,2025-06-30T15:42:52.805994
471,749,445,view,,2025-05-15T15:42:52.805994
472,280,33,view,,2025-03-26T15:42:52.805994
473,78,454,wishlist,,2024-09-30T15:42:52.805994
474,548,36,rating,1.2,2024-08-26T15:42:52.805994
475,925,116,wishlist,,2024-10-22T15:42:52.805994
476,694,93,view,,2024-09-23T15:42:52.805994
477,649,467,view,,2025-06-05T15:42:52.805994
478,251,406,view,,2024-11-30T15:42:52.805994
479,574,259,wishlist,,2024-11-11T15:42:52.805994
480,699,262,purchase,,2025-06-06T15:42:52.805994
481,627,94,purchase,,2025-01-15T15:42:52.805994
482,140,112,add_to_cart,,2025-02-19T15:42:52.805994
483,235,127,purchase,4.6,2025-05-21T15:42:52.805994
484,292,466,view,,2025-07-31T15:42:52.805994
485,296,55,wishlist,,2025-01-25T15:42:52.805994
486,909,74,view,,2025-01-29T15:42:52.805994
487,444,186,view,,2024-11-10T15:42:52.805994
488,307,77,view,,2024-11-27T15:42:52.805994
489,774,46,view,,2024-11-25T15:42:52.805994
490,59,269,wishlist,,2024-12-01T15:42:52.805994
491,400,70,view,,2025-02-17T15:42:52.805994
492,214,412,view,,2024-09-23T15:42:52.805994
493,859,72,wishlist,,2025-04-26T15:42:52.805994
494,255,422,view,,2025-07-08T15:42:52.805994
495,822,46,view,,2025-05-13T15:42:52.805994
496,797,434,view,,2025-08-01T15:42:52.805994
497,681,14,view,,2025-01-23T15:42:52.805994
498,101,71,view,,2024-11-27T15:42:52.805994
499,346,439,purchase,,2025-07-01T15:42:52.805994
500,954,114,view,,2025-04-14T15:42:52.805994
501,100,27,add_to_cart,,2025-04-05T15:42:52.805994
502,374,402,view,,2024-08-15T15:42:52.805994
503,838,74,view,,2024-09-25T15:42:52.805994
504,934,175,view,,2025-02-09T15:42:52.805994
505,445,49,view,,2025-04-14T15:42:52.805994
506,730,246,add_to_cart,,2024-09-21T15:42:52.805994
507,850,64,view,,2025-06-22T15:42:52.805994
508,432,113,wishlist,,2024-10-08T15:42:52.805994
509,125,150,wishlist,,2024-12-28T15:42:52.805994
510,245,249,view,,2025-03-22T15:42:52.805994
511,267,226,view,,2024-08-28T15:42:52.805994
512,195,468,wishlist,,2025-05-01T15:42:52.805994
513,121,359,view,,2025-05-07T15:42:52.805994
514,180,266,view,,2025-07-07T15:42:52.805994
515,827,229,view,,2024-10-16T15:42:52.805994
516,798,224,view,,2024-10-04T15:42:52.805994
517,817,133,view,,2025-07-08T15:42:52.805994
518,699,82,view,,2024-11-19T15:42:52.805994
519,522,242,wishlist,,2025-08-08T15:42:52.805994
520,195,246,view,,2024-12-01T15:42:52.805994
521,589,306,add_to_cart,,2025-03-09T15:42:52.805994
522,901,405,view,,2024-11-20T15:42:52.805994
523,689,221,view,,2025-04-01T15:42:52.805994
524,549,87,wishlist,,2025-06-02T15:42:52.805994
525,718,413,rating,2.0,2024-12-02T15:42:52.805994
